files,size,comp_size,line_count,line_length,part,file_type_a,file_type_tech,flag_one,flag_two,note,study_num,permission,legacy_id,timestamp,original_study_id
"sa70583",9961225,NULL,NULL,NULL,"Waterborne Three","Data","Text",NULL,NULL,"Record suppressed. Lacks documentation. Waterborne One dataset lost bad tape",463,"-rw-rw-r--",1124,"2008-02-11 15:27:49",462
"shpmst83.gz",NULL,NULL,NULL,NULL,"Shipping Master","Data","Text",NULL,NULL,NULL,463,"-rw-r--r--",1125,"2008-02-11 15:27:49",462
"i7201.rs999521.gz",NULL,NULL,NULL,NULL,NULL,"Fixed-width text data","Text",NULL,NULL,"recat",479,"-rwxrwxr--",1141,"2007-11-15 09:32:40",478
"osd.hamda69.gz",NULL,NULL,NULL,NULL,NULL,"Fixed Width Text Data","ceth",NULL,NULL,"recat",484,"-rwxrwxr--",1150,"2007-09-20 13:51:31",483
"tirsaref.gz",NULL,NULL,NULL,NULL,NULL,"Fixed Width Text Data","Text",NULL,NULL,"recat",485,"-rwxrwxr--",1151,"2008-02-11 14:57:36",484
".",NULL,NULL,NULL,NULL,NULL,NULL,"beyond 20/20/excel",NULL,NULL,NULL,490,NULL,1157,"2008-02-11 15:08:32",489
"israeli.data252",9935,NULL,"244","80",NULL,"Data","Text",NULL,NULL,"recat",510,"-rw-rw-r--",1181,"2007-12-06 10:42:13",509
"2007",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Proprietary",NULL,NULL,NULL,NULL,NULL,10207,"2017-06-15 09:30:03",3725
"2008",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Proprietary",NULL,NULL,NULL,NULL,NULL,10208,"2017-06-15 09:30:21",3725
"2009",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Proprietary",NULL,NULL,NULL,NULL,NULL,10209,"2017-06-15 09:30:30",3725
"2010",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Proprietary",NULL,NULL,NULL,NULL,NULL,10210,"2017-06-15 09:31:00",3725
"2012",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Proprietary",NULL,NULL,NULL,NULL,NULL,10211,"2017-06-15 09:32:40",3725
"2013",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Proprietary",NULL,NULL,NULL,NULL,NULL,10212,"2017-06-15 09:33:06",3725
"2014",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Proprietary",NULL,NULL,NULL,NULL,NULL,10213,"2017-06-15 09:34:00",3725
"2014",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,10183,"2017-03-15 10:55:33",3960
"2013",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,10182,"2017-03-15 10:55:31",3960
"2012",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,10181,"2017-03-15 10:55:30",3960
".",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10168,"2017-02-20 09:26:41",3882
"2016",NULL,NULL,NULL,NULL,NULL,"Report, Tables","Adobe, Excel",NULL,NULL,NULL,NULL,NULL,10169,"2017-03-06 07:57:33",3788
"2005",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Word/Text/SAS",NULL,NULL,NULL,NULL,NULL,10170,"2017-02-23 11:05:35",2336
"2008",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Proprietary",NULL,NULL,NULL,NULL,NULL,10171,"2017-02-23 11:05:57",2336
"2012-2013",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Word/Excel/Text/SAS/Access",NULL,NULL,NULL,NULL,NULL,10172,"2017-02-23 11:06:21",2336
"2013-2014",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Word/Excel/Text/SAS/Access",NULL,NULL,NULL,NULL,NULL,10173,"2017-02-23 11:06:23",2336
"2015-2016",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Word/Excel/Text/SAS/Access",NULL,NULL,NULL,NULL,NULL,10179,"2017-03-01 08:54:57",2336
"han_fre-eng_LDC95T20.tgz",NULL,NULL,NULL,NULL,NULL,"Data","Proprietary",NULL,NULL,NULL,NULL,NULL,10180,"2017-03-09 15:27:59",3959
"1998",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Excel/Word",NULL,NULL,NULL,NULL,NULL,10184,"2017-03-20 15:21:32",3696
"2001",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Excel/Word",NULL,NULL,NULL,NULL,NULL,10185,"2017-03-20 15:21:33",3696
"2007",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Excel/Word",NULL,NULL,NULL,NULL,NULL,10186,"2017-03-20 15:21:33",3696
"2008",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Excel/Word",NULL,NULL,NULL,NULL,NULL,10187,"2017-03-20 15:21:37",3696
".",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10188,"2017-03-31 12:01:16",3961
"2009-2010.pdf",NULL,NULL,NULL,NULL,NULL,"Tables","Adobe",NULL,NULL,NULL,NULL,NULL,10189,"2017-04-26 16:25:41",3962
"2010-2011.pdf",NULL,NULL,NULL,NULL,NULL,"Tables","Adobe",NULL,NULL,NULL,NULL,NULL,10190,"2017-04-26 16:25:42",3962
"2011-2012.pdf",NULL,NULL,NULL,NULL,NULL,"Tables","Adobe",NULL,NULL,NULL,NULL,NULL,10191,"2017-04-26 16:25:42",3962
"2012-2013.pdf",NULL,NULL,NULL,NULL,NULL,"Tables","Adobe",NULL,NULL,NULL,NULL,NULL,10192,"2017-04-26 16:25:44",3962
"ls1.ls8806.livout.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"recat",516,"-rwxrwxr--",1301,"2007-12-06 10:49:30",515
"nbc85.nov.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"recat",539,"-rwxrwxr--",1339,"2007-10-11 10:23:03",538
"codebook.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,"recat",539,"-rwxrwxr--",1340,"2012-04-01 12:27:44",538
"README.txt",NULL,NULL,NULL,NULL,NULL,"Codebook",NULL,NULL,NULL,NULL,3028,NULL,8290,"2008-06-25 13:24:06",3275
"nbcnov85.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"recat",539,"-rwxrwxr--",1342,"2007-10-11 10:24:54",538
"METHODOLOGY-LATINAMERICA.DOC",NULL,NULL,NULL,NULL,NULL,"Codebook","Word",NULL,NULL,NULL,5006,NULL,8380,"2008-06-25 13:24:05",2971
"abc8540.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"recat",543,"-rwxrwxr--",1365,"2007-10-18 09:49:35",542
"abc8540.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"recat",543,"-rwxrwxr--",1366,"2007-10-18 09:49:37",542
"2009",NULL,NULL,NULL,NULL,NULL,"Data","Excel",NULL,NULL,NULL,3029,NULL,8294,"2011-04-18 12:35:21",3276
"readme.txt",NULL,NULL,NULL,NULL,NULL,"Readme","Text",NULL,NULL,NULL,5070,NULL,8151,"2008-06-25 13:23:55",3223
"argntina.data.gz",NULL,NULL,NULL,NULL,"Argentina","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1376,"2007-12-13 10:15:47",550
"argntina.spss.gz",NULL,NULL,NULL,NULL,"Argentina","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1377,"2007-12-13 10:15:49",550
"belgium.data.gz",NULL,NULL,NULL,NULL,"Belgium","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1378,"2007-12-13 10:15:50",550
"belgium.spss.gz",NULL,NULL,NULL,NULL,"Belgium","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1379,"2007-12-13 10:15:52",550
"canada.data.gz",NULL,NULL,NULL,NULL,"Canada","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1380,"2007-12-13 10:15:53",550
"canada.spss.gz",NULL,NULL,NULL,NULL,"Canada","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1381,"2007-12-13 10:15:54",550
"denmark.data.gz",NULL,NULL,NULL,NULL,"Denmark","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1382,"2007-12-13 10:15:56",550
"denmark.spss.gz",NULL,NULL,NULL,NULL,"Denmark","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1383,"2007-12-13 10:15:57",550
"france.data.gz",NULL,NULL,NULL,NULL,"France","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1384,"2007-12-13 10:15:58",550
"france.spss.gz",NULL,NULL,NULL,NULL,"France","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1385,"2007-12-13 10:15:59",550
"holland.data.gz",NULL,NULL,NULL,NULL,"Holland","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1386,"2007-12-13 10:16:00",550
"holland.spss.gz",NULL,NULL,NULL,NULL,"Holland","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1387,"2007-12-13 10:16:01",550
"india.data.gz",NULL,NULL,NULL,NULL,"India","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1388,"2007-12-13 10:16:04",550
"india.spss.gz",NULL,NULL,NULL,NULL,"India","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1389,"2007-12-13 10:16:07",550
"ireland.data.gz",NULL,NULL,NULL,NULL,"Ireland","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1390,"2007-12-13 10:16:08",550
"ireland.spss.gz",NULL,NULL,NULL,NULL,"Ireland","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1391,"2007-12-13 10:16:08",550
"japan.data.gz",NULL,NULL,NULL,NULL,"Japan","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1392,"2007-12-13 10:16:09",550
"japan.spss.gz",NULL,NULL,NULL,NULL,"Japan","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1393,"2007-12-13 10:16:10",550
"norway.data.gz",NULL,NULL,NULL,NULL,"Norway","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1394,"2007-12-13 10:16:11",550
"norway.spss.gz",NULL,NULL,NULL,NULL,"Norway","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1395,"2007-12-13 10:16:13",550
"portugal.data.gz",NULL,NULL,NULL,NULL,"Portugal","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1396,"2007-12-13 10:16:15",550
"portugal.spss.gz",NULL,NULL,NULL,NULL,"Portugal","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1397,"2007-12-13 10:16:15",550
"safrica.data.gz",NULL,NULL,NULL,NULL,"South Africa","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1398,"2007-12-13 10:16:16",550
"safrica.spss.gz",NULL,NULL,NULL,NULL,"South Africa","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1399,"2007-12-13 10:16:17",550
"skorea.data.gz",NULL,NULL,NULL,NULL,"South Korea","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1400,"2007-12-13 10:16:18",550
"skorea.spss.gz",NULL,NULL,NULL,NULL,"South Korea","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1401,"2007-12-13 10:16:19",550
"spain.data.gz",NULL,NULL,NULL,NULL,"Spain","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1402,"2007-12-13 10:16:20",550
"spain.spss.gz",NULL,NULL,NULL,NULL,"Spain","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1403,"2007-12-13 10:16:21",550
"swiss.data.gz",NULL,NULL,NULL,NULL,"Switzerland","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1404,"2007-12-13 10:16:22",550
"swiss.spss.gz",NULL,NULL,NULL,NULL,"Switzerland","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1405,"2007-12-13 10:16:23",550
"turkey.data.gz",NULL,NULL,NULL,NULL,"Turkey","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1406,"2007-12-13 10:16:24",550
"turkey.spss.gz",NULL,NULL,NULL,NULL,"Turkey","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1407,"2007-12-13 10:16:25",550
"ukingdom.data.gz",NULL,NULL,NULL,NULL,"United Kingdom","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1408,"2007-12-13 10:16:26",550
"ukingdom.spss.gz",NULL,NULL,NULL,NULL,"United Kingdom","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1409,"2007-12-13 10:16:27",550
"uruguay.data.gz",NULL,NULL,NULL,NULL,"Uruguay","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1410,"2007-12-13 10:16:28",550
"uruguay.spss.gz",NULL,NULL,NULL,NULL,"Uruguay","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1411,"2007-12-13 10:16:29",550
"us.data.gz",NULL,NULL,NULL,NULL,"US","Data","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1412,"2007-12-13 10:16:30",550
"us.spss.gz",NULL,NULL,NULL,NULL,"US","SPSS Program","SPSS",NULL,NULL,"recat",551,"-rwxrwxr--",1413,"2007-12-13 10:16:31",550
"variable.index.gz",NULL,NULL,NULL,NULL,"Variable Index","Appendix","Text",NULL,NULL,"recat",551,"-rwxrwxr--",1414,"2007-12-13 10:16:32",550
"person3.readme.gz",NULL,NULL,NULL,NULL,"Person Records","Readme","Text",NULL,NULL,NULL,553,"-rwxrwxr--",1419,"2007-12-13 09:11:17",552
"person3.sas.data.gz",NULL,NULL,NULL,NULL,"Person Records","Data","SAS system file now obsolete",NULL,NULL,NULL,553,"-rwxrwxr--",1420,"2004-06-11 14:52:02",552
"person3.sas.gz",NULL,NULL,NULL,NULL,"Person 3 Records","SAS program","SAS",NULL,NULL,NULL,553,"-rwxrwxr--",1421,"2007-12-13 09:11:19",552
"person3.txt.gz",NULL,NULL,NULL,NULL,"Person 3 Records","Data","Tab-delimited version of person3.xport for use with Stata or Excel",NULL,NULL,NULL,553,"-rwxrwxr--",1422,"2004-06-11 14:52:02",552
"person3.xport.gz",NULL,NULL,NULL,NULL,"Person Records","Data","SAS Transport of person3.sas.data",NULL,NULL,NULL,553,"-rwxrwxr--",1423,"2004-06-11 14:52:02",552
"rson3.sas.formats.gz",NULL,NULL,NULL,NULL,"Person Records","SAS Formats","ebcdic file this file is no good",NULL,NULL,NULL,553,"-rwxrwxr--",1424,"2004-06-11 14:52:02",552
"son3.sas.codebook.gz",NULL,NULL,NULL,NULL,"Person Records","Codebook","ASCII",NULL,NULL,NULL,553,"-rwxrwxr--",1425,"2004-06-11 14:52:02",552
"cps0785.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,568,"-rwxrwxr--",1440,"2007-11-29 10:12:44",567
"tender.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,569,"-rwxrwxr--",1441,"2008-02-11 14:57:18",568
"tender.merc.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,569,"-rwxrwxr--",1442,"2008-02-11 14:57:19",568
".",NULL,NULL,NULL,NULL,NULL,NULL,"text/html/image/application",NULL,NULL,NULL,5051,NULL,8376,"2008-06-25 13:24:05",3137
"PROBDAT1.MLT.txt",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"rect",576,NULL,1452,"2011-11-09 14:52:34",575
"PROBDAT2.MLT",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"rect",577,NULL,1453,"2012-02-13 08:08:16",576
"cip437ab.dat",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"recat",580,"drwxr-xr-x",1456,"2007-10-18 10:08:11",579
"ci437abc.dat",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"recat",581,"drwxr-xr-x",1457,"2007-10-18 10:08:49",580
"27_J688.TXT",26895,NULL,NULL,NULL,NULL,"Readme",NULL,NULL,NULL,NULL,582,"-r--------",1458,"2004-06-11 14:52:02",581
"file1",177937,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 001: ID Schedule","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1459,"2004-06-11 14:52:02",581
"file1",471042,NULL,NULL,NULL,"Report Year 1983 Form 001: ID Schedule","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1460,"2004-06-11 14:52:02",581
"file10",6723,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 302 System Summary by Function page 1","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1461,"2004-06-11 14:52:02",581
"file10",14877,NULL,NULL,NULL,"Report Year 1983 Form 302 System Summary by Function page 1","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1462,"2004-06-11 14:52:02",581
"file100",5136,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 10","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1463,"2004-06-11 14:52:02",581
"file100",12344,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 10","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1464,"2004-06-11 14:52:02",581
"file101",3568,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 11","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1465,"2004-06-11 14:52:02",581
"file101",8788,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 11","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1466,"2004-06-11 14:52:02",581
"file102",4144,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 12","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1467,"2004-06-11 14:52:02",581
"file102",9848,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 12","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1468,"2004-06-11 14:52:02",581
"file103",4560,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 13","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1469,"2004-06-11 14:52:02",581
"file103",11288,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 13","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1470,"2004-06-11 14:52:02",581
"file104",7056,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 14","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1471,"2004-06-11 14:52:02",581
"file104",16728,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 14","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1472,"2004-06-11 14:52:02",581
"file105",3290,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 15","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1473,"2004-06-11 14:52:02",581
"file105",7664,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 15","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1474,"2004-06-11 14:52:02",581
"file106",4016,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 16","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1475,"2004-06-11 14:52:02",581
"file106",7458,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 16","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1476,"2004-06-11 14:52:02",581
"file107",3504,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 17","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1477,"2004-06-11 14:52:02",581
"file107",7860,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 17","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1478,"2004-06-11 14:52:02",581
"file108",5452,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 18","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1479,"2004-06-11 14:52:02",581
"file108",13784,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 18","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1480,"2004-06-11 14:52:02",581
"file109",12208,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 19","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1481,"2004-06-11 14:52:02",581
"file109",29080,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 19","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1482,"2004-06-11 14:52:02",581
"file11",5643,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 302 System Summary by Function page 2","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1483,"2004-06-11 14:52:02",581
"file11",12744,NULL,NULL,NULL,"Report Year 1983 Form 302 System Summary by Function page 2","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1484,"2004-06-11 14:52:02",581
"file110",7888,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 20","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1485,"2004-06-11 14:52:02",581
"file110",19288,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 20","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1486,"2004-06-11 14:52:02",581
"file111",10416,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 312 Direct joint and toal expenses, page 21","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1487,"2004-06-11 14:52:02",581
"file111",24856,NULL,NULL,NULL,"Report Year 1983 Form 312 Direct joint and toal expenses, page 21","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1488,"2004-06-11 14:52:02",581
"file112",11028,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 313 Direct Joint and Total Expenses, page 1","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1489,"2004-06-11 14:52:02",581
"file112",29330,NULL,NULL,NULL,"Report Year 1983 Form 313 Direct Joint and Total Expenses, page 1","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1490,"2004-06-11 14:52:02",581
"file113",10036,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 313 Direct Joint and Total Expenses, page 2","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1491,"2004-06-11 14:52:02",581
"file113",27054,NULL,NULL,NULL,"Report Year 1983 Form 313 Direct Joint and Total Expenses, page 2","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1492,"2004-06-11 14:52:02",581
"file114",7444,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 313 Direct Joint and Total Expenses, page 3","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1493,"2004-06-11 14:52:02",581
"file114",17212,NULL,NULL,NULL,"Report Year 1983 Form 313 Direct Joint and Total Expenses, page 3","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1494,"2004-06-11 14:52:02",581
"file115",17748,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 313 Direct Joint and Total Expenses, page 4","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1495,"2004-06-11 14:52:02",581
"file115",51954,NULL,NULL,NULL,"Report Year 1983 Form 313 Direct Joint and Total Expenses, page 4","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1496,"2004-06-11 14:52:02",581
"file116",25488,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 315 System Summary by Object Class, page 1","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1497,"2004-06-11 14:52:02",581
"file116",64719,NULL,NULL,NULL,"Report Year 1983 Form 315 System Summary by Object Class, page 1","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1498,"2004-06-11 14:52:02",581
"file117",19575,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 315 System Summary by Object Class, page 2","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1499,"2004-06-11 14:52:02",581
"file117",49194,NULL,NULL,NULL,"Report Year 1983 Form 315 System Summary by Object Class, page 2","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1500,"2004-06-11 14:52:02",581
"file118",119064,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 321 Operators Wages Subsidiary Schedule","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1501,"2004-06-11 14:52:02",581
"file118",251526,NULL,NULL,NULL,"Report Year 1983 Form 321 Operators Wages Subsidiary Schedule","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1502,"2004-06-11 14:52:02",581
"file119",43308,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 331 Fringe Benefits Subsidiary Schedule","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1503,"2004-06-11 14:52:02",581
"file119",102600,NULL,NULL,NULL,"Report Year 1983 Form 331 Fringe Benefits Subsidiary Schedule","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1504,"2004-06-11 14:52:02",581
"file12",9774,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 303 System Summary by Function","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1505,"2004-06-11 14:52:02",581
"file12",26082,NULL,NULL,NULL,"Report Year 1983 Form 303 System Summary by Function","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1506,"2004-06-11 14:52:02",581
"file120",12825,NULL,NULL,NULL,"Form 332 Pension Plan Questionnaire","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1507,"2004-06-11 14:52:02",581
"file120",31401,NULL,NULL,NULL,"Report Year 1983 Form 332 Pension Plan Questionnaire","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1508,"2004-06-11 14:52:02",581
"file121",87634,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 401 Transit System Service Period","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1509,"2004-06-11 14:52:02",581
"file121",206362,NULL,NULL,NULL,"Report Year 1983 Form 401 Transit System Service Period","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1510,"2004-06-11 14:52:02",581
"file122",56892,NULL,NULL,NULL,"Transistion Half YearJuly-Dec 1982 Form 402 Revenue vVehicle Maintenance PerTransistion Half YearJuly-Dec 1982 Formance and Energy Consumption","Data",NULL,NULL,NULL,NULL,582,"-rw-rw-r--",1511,"2004-06-11 14:52:02",581
